mlb_id,player_name_fg,team,season,age,g,gs,ip,sv,hld,shutdowns,meltdowns,pli,gmli,exli,inli,wpa,wpa_per_li,re24,rew,era,fip,k_pct,bb_pct,barrel_pct,hard_hit_pct,lob_pct
671922,Cade Smith,CLE,2025,26.0,76.0,0.0,73.2,16.0,19.0,40.0,11.0,1.7913908958435059,1.712694764137268,1.3648043870925903,1.626891851425171,2.0779783725738525,0.7870697975158691,9.559000015258789,1.0364972352981567,2.932127101725873,1.954140680011644,34.67,6.33,4.05,36.99,64.92
547973,Aroldis Chapman,BOS,2025,37.0,67.0,0.0,61.1,32.0,4.0,39.0,7.0,1.9190865755081177,1.7823700904846191,2.7208917140960693,1.7428348064422607,4.2435078620910645,2.359125852584839,25.91699981689453,2.6123692989349365,1.1739131408287662,1.7329622888835388,37.28,6.58,5.47,36.72,87.63
676477,Garrett Whitlock,BOS,2025,29.0,62.0,0.0,72.0,1.0,24.0,31.0,7.0,1.5357645750045776,1.5448418855667114,1.657649040222168,1.3944813013076782,3.066002130508423,2.210801124572754,20.003000259399414,1.993410348892212,2.2500002384186044,2.176802883324789,31.06,8.19,8.67,36.42,77.31
670970,Adrian Morejon,SDP,2025,26.0,75.0,0.0,73.2,3.0,20.0,37.0,11.0,1.3274592161178589,1.5351253747940063,1.2755666971206665,1.2228538990020752,3.1630983352661133,2.046476125717163,22.094999313354492,2.274439573287964,2.0769235788221074,2.2799324916329784,24.48,5.94,4.02,30.65,68.04
650556,Bryan Abreu,HOU,2025,28.0,70.0,0.0,71.0,7.0,25.0,35.0,7.0,1.807715892791748,1.5957200527191162,1.5469725131988525,1.5264033079147339,2.073488235473633,1.3338334560394287,15.220999717712402,1.5242335796356201,2.281690386026988,2.3886573647535134,35.47,10.47,8.33,45.51,84.58
661395,Jhoan Duran,- - -,2025,27.0,72.0,0.0,70.0,32.0,1.0,34.0,11.0,1.8785255887569525,1.6483889089690313,1.64321170834934,1.5965332872158773,1.3706737458705902,1.2853955626487732,15.223000049591064,1.540075957775116,2.057142913195553,2.349422011083486,27.87,6.62,4.32,41.62,80.47
670280,David Bednar,- - -,2025,30.0,64.0,0.0,62.2,27.0,4.0,26.0,9.0,1.7915275092394847,1.5622375309467316,1.5146769193502574,1.6020675693239486,2.2512360215187073,1.1162369847297668,13.116000175476074,1.366063117980957,2.2978725735555376,2.177689412558647,34.26,7.57,8.97,42.07,79.47
695243,Mason Miller,- - -,2025,26.0,60.0,0.0,61.2,22.0,10.0,29.0,6.0,1.8214839120065012,1.6723233699798583,1.6256869875866433,1.574288388957148,3.153267979621887,1.412436842918396,13.871999740600586,1.445637434720993,2.6270273791272545,2.2270280883850204,44.44,11.97,9.9,37.62,76.0
621242,Edwin Diaz,NYM,2025,31.0,62.0,0.0,66.1,28.0,0.0,33.0,7.0,2.012707233428955,1.6422935724258423,2.295942783355713,1.5550085306167603,3.725680351257324,2.01955246925354,17.857999801635742,1.856165885925293,1.6281408283590828,2.2758397699061605,37.98,8.14,4.58,39.69,86.09
663158,Robert Suarez,SDP,2025,34.0,70.0,0.0,69.2,40.0,0.0,39.0,10.0,1.9845598936080933,2.017305612564087,2.8667428493499756,1.9974836111068726,3.1605749130249023,1.6821801662445068,14.461999893188477,1.5708547830581665,2.9712919744935826,2.8767631030334324,27.88,5.95,9.09,42.61,72.44
